Unnamed: 0,city,temp_max,humidity,cloudiness,url,lat,lon,date,wind_speed,country
huangnihe,huangnihe,33.82,82,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=huangnihe,43.56,128.02,1603808003,6.55,CN
puksoozero,puksoozero,41.0,96,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=puksoozero,62.59,40.61,1603808003,11.05,RU
mangrol,mangrol,83.16,57,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mangrol,21.12,70.12,1603808003,12.66,IN
moyo,moyo,79.21,73,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=moyo,3.66,31.72,1603808003,3.04,UG
bada,bada,25.72,84,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bada,51.39,109.87,1603807929,3.42,RU
ayagoz,ayagoz,51.57,43,37,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ayagoz,47.97,80.44,1603808004,21.81,KZ
kasongo-lunda,kasongo-lunda,90.39,51,85,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kasongo-lunda,-6.47,16.82,1603808004,4.07,CD
rio gallegos,rio gallegos,46.4,45,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=rio gallegos,-51.62,-69.22,1603807883,11.41,AR
iskateley,iskateley,33.89,95,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=iskateley,67.68,53.15,1603808004,14.61,RU
nevsehir,nevsehir,82.4,15,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nevsehir,38.92,34.67,1603808004,2.24,TR
komsomolskiy,komsomolskiy,55.4,58,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=komsomolskiy,40.43,71.72,1603808004,2.24,UZ
impfondo,impfondo,84.9,75,38,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=impfondo,1.64,18.07,1603808004,3.24,CG
nkhotakota,nkhotakota,85.5,45,16,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nkhotakota,-12.93,34.3,1603808004,8.81,MW
parrita,parrita,72.0,93,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=parrita,9.52,-84.32,1603808004,2.24,CR
sorland,sorland,46.4,70,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sorland,67.67,12.69,1603808005,10.29,NO
risor,risor,52.0,93,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=risor,58.72,9.23,1603808005,5.82,NO
sao mateus,sao mateus,83.23,64,95,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sao mateus,-18.72,-39.86,1603808005,4.32,BR
nyurba,nyurba,13.59,88,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nyurba,63.28,118.33,1603808005,2.64,RU
porto santo,porto santo,71.6,49,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=porto santo,33.07,-16.34,1603808005,9.17,PT
tual,tual,83.07,76,80,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tual,-5.67,132.75,1603808005,9.24,ID
saint-augustin,saint-augustin,32.45,91,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=saint-augustin,51.23,-58.65,1603808005,6.13,CA
