Unnamed: 0,city,temp_max,humidity,cloudiness,url,lat,lon,date,wind_speed,country
provideniya,provideniya,29.59,96,79,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=provideniya,64.38,-173.3,1603807987,4.21,RU
ballina,ballina,68.0,88,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ballina,-28.87,153.57,1603807987,3.36,AU
santa rosa,santa rosa,82.4,78,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=santa rosa,14.31,121.11,1603807988,5.82,PH
sabang,sabang,82.99,77,43,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sabang,5.89,95.32,1603807988,19.28,ID
ubinskoye,ubinskoye,37.65,85,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ubinskoye,55.31,79.68,1603807988,0.6,RU
gurupi,gurupi,84.99,63,87,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=gurupi,-11.73,-49.07,1603807988,9.31,BR
turayf,turayf,89.6,11,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=turayf,31.67,38.66,1603807988,16.11,SA
hearst,hearst,26.53,93,94,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=hearst,49.68,-83.67,1603807988,10.2,CA
fairbanks,fairbanks,26.6,86,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=fairbanks,64.84,-147.72,1603807980,1.86,US
coquimbo,coquimbo,55.4,76,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=coquimbo,-29.95,-71.34,1603807901,5.82,CL
richards bay,richards bay,81.5,61,5,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=richards bay,-28.78,32.04,1603807988,15.19,ZA
erzin,erzin,87.01,38,13,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=erzin,36.96,36.2,1603807989,1.01,TR
fort saint james,fort saint james,40.44,89,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=fort saint james,54.43,-124.25,1603807989,3.76,CA
wadi musa,wadi musa,77.16,31,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=wadi musa,30.32,35.48,1603807989,5.12,JO
hukuntsi,hukuntsi,93.92,13,76,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=hukuntsi,-24.0,21.75,1603807989,9.19,BW
smithers,smithers,35.6,100,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=smithers,54.78,-127.17,1603807939,3.36,CA
joshimath,joshimath,50.14,44,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=joshimath,30.57,79.57,1603807989,3.89,IN
iranshahr,iranshahr,87.8,6,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=iranshahr,27.2,60.68,1603807989,9.17,IR
vrangel,vrangel,52.39,84,11,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=vrangel,42.73,133.08,1603807989,0.34,RU
hnaberd,hnaberd,66.2,16,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=hnaberd,40.64,44.14,1603807989,1.12,AM
roma,roma,41.0,80,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=roma,43.21,-75.46,1603807730,0.74,US
ponoka,ponoka,46.0,56,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ponoka,52.68,-113.58,1603807989,10.29,CA
kamaishi,kamaishi,51.31,72,85,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kamaishi,39.27,141.88,1603807989,3.33,JP
haifa,haifa,84.2,58,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=haifa,32.82,34.99,1603807989,10.29,IL
mbuji-mayi,mbuji-mayi,85.48,59,97,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mbuji-mayi,-6.15,23.6,1603807990,2.55,CD
bundaberg,bundaberg,68.0,100,24,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bundaberg,-24.85,152.35,1603807990,6.93,AU
sechura,sechura,68.32,75,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sechura,-5.56,-80.82,1603807990,8.46,PE
krasnovishersk,krasnovishersk,24.01,96,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=krasnovishersk,60.41,57.08,1603807990,3.0,RU
buchanan,buchanan,91.4,59,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=buchanan,5.88,-10.05,1603807990,4.7,LR
pombas,pombas,82.4,69,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=pombas,17.15,-25.02,1603807990,28.86,CV
akhmeta,akhmeta,68.0,56,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=akhmeta,42.03,45.21,1603807990,5.82,GE
bemidji,bemidji,18.0,78,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bemidji,47.47,-94.88,1603807990,9.17,US
abha,abha,77.0,10,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=abha,18.22,42.51,1603807991,11.41,SA
maridi,maridi,79.54,76,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=maridi,4.92,29.47,1603807991,2.62,SS
zarubino,zarubino,50.92,47,85,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=zarubino,42.63,131.09,1603807991,17.6,RU
tura,tura,70.65,94,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tura,25.52,90.22,1603807991,3.09,IN
piopio,piopio,60.01,89,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=piopio,-38.47,175.02,1603807887,1.99,NZ
berlevag,berlevag,33.8,80,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=berlevag,70.86,29.09,1603807991,14.99,NO
samtredia,samtredia,80.6,30,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=samtredia,42.15,42.34,1603807991,3.36,GE
chapais,chapais,17.6,85,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=chapais,49.78,-74.85,1603807992,4.7,CA
joensuu,joensuu,51.01,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=joensuu,62.6,29.76,1603807992,12.75,FI
tautira,tautira,77.0,83,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tautira,-17.73,-149.15,1603807992,13.87,PF
nanortalik,nanortalik,31.77,89,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nanortalik,60.14,-45.24,1603807992,8.99,GL
egvekinot,egvekinot,17.65,94,69,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=egvekinot,66.32,-179.17,1603807992,10.67,RU
lasa,lasa,54.0,64,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lasa,46.62,10.7,1603807992,4.7,IT
avera,avera,66.2,77,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=avera,33.19,-82.53,1603807992,3.36,US
saint-joseph,saint-joseph,78.8,61,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=saint-joseph,-21.37,55.62,1603807992,6.93,RE
taltal,taltal,62.44,62,49,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=taltal,-25.4,-70.48,1603807992,3.98,CL
xuanzhou,xuanzhou,61.02,85,57,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=xuanzhou,30.95,118.76,1603807993,7.05,CN
yunyang,yunyang,60.57,31,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=yunyang,33.45,112.71,1603807993,11.79,CN
walvis bay,walvis bay,69.8,56,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=walvis bay,-22.96,14.51,1603807993,10.29,
swan hill,swan hill,51.39,75,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=swan hill,-35.34,143.55,1603807993,6.42,AU
maykor,maykor,27.64,92,93,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=maykor,59.01,55.88,1603807993,3.15,RU
lorengau,lorengau,80.71,75,59,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lorengau,-2.02,147.27,1603807993,1.01,PG
kinablangan,kinablangan,78.96,83,85,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kinablangan,7.69,126.55,1603807993,4.36,PH
kenai,kenai,30.2,92,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kenai,60.55,-151.26,1603807993,1.28,US
shelburne,shelburne,37.99,93,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=shelburne,44.08,-80.2,1603807994,2.39,CA
kamyshin,kamyshin,41.13,63,18,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kamyshin,50.1,45.42,1603807994,8.97,RU
morococha,morococha,46.27,56,22,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=morococha,-11.6,-76.14,1603807994,2.8,PE
bathsheba,bathsheba,84.2,74,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bathsheba,13.22,-59.52,1603807994,18.34,BB
ewa beach,ewa beach,73.4,94,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ewa beach,21.32,-158.01,1603807994,3.36,US
tuatapere,tuatapere,42.01,90,6,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tuatapere,-46.13,167.68,1603807994,3.6,NZ
lishui,lishui,61.52,83,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lishui,28.46,119.91,1603807994,2.24,CN
poya,poya,74.41,77,74,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=poya,-21.35,165.15,1603807995,4.56,NC
jasper,jasper,32.0,98,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=jasper,37.2,-94.35,1603807787,11.41,US
beira,beira,82.4,69,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=beira,-19.84,34.84,1603807995,17.22,MZ
los alamos,los alamos,18.0,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=los alamos,35.89,-106.31,1603807995,6.93,US
benghazi,benghazi,78.58,53,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=benghazi,32.12,20.07,1603807995,14.36,LY
klaksvik,klaksvik,41.0,75,70,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=klaksvik,62.23,-6.59,1603807995,13.87,FO
vila velha,vila velha,79.0,69,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=vila velha,-20.33,-40.29,1603807974,9.17,BR
uvarovo,uvarovo,41.95,66,7,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=uvarovo,51.98,42.26,1603807995,7.52,RU
viransehir,viransehir,78.04,17,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=viransehir,37.24,39.76,1603807996,4.63,TR
colesberg,colesberg,89.08,16,76,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=colesberg,-30.72,25.1,1603807996,22.59,ZA
prado,prado,81.55,72,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=prado,-17.34,-39.22,1603807996,4.32,BR
panaba,panaba,75.09,93,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=panaba,21.28,-88.27,1603807996,23.02,MX
porto novo,porto novo,86.0,79,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=porto novo,6.5,2.6,1603807842,12.75,BJ
tartasesti,tartasesti,57.2,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tartasesti,44.58,25.81,1603807996,8.05,RO
san jeronimito,san jeronimito,77.0,88,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=san jeronimito,17.55,-101.33,1603807996,3.22,MX
jardim,jardim,83.44,56,25,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=jardim,-21.48,-56.14,1603807996,3.06,BR
krasnosilka,krasnosilka,66.2,68,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=krasnosilka,46.62,30.77,1603807996,6.71,UA
algiers,algiers,69.8,37,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=algiers,36.75,3.04,1603807748,13.87,DZ
shambu,shambu,62.58,63,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=shambu,9.57,37.1,1603807997,3.11,ET
mapastepec,mapastepec,80.8,74,13,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mapastepec,15.43,-92.9,1603807997,1.41,MX
sitka,sitka,44.6,81,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sitka,57.05,-135.33,1603807997,6.15,US
grootfontein,grootfontein,96.28,10,72,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=grootfontein,-19.57,18.12,1603807997,8.34,
the pas,the pas,23.0,85,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=the pas,53.83,-101.25,1603807997,5.82,CA
kemijarvi,kemijarvi,43.48,95,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kemijarvi,66.71,27.43,1603807997,9.44,FI
samarai,samarai,81.19,84,86,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=samarai,-10.62,150.67,1603807997,6.17,PG
port hedland,port hedland,75.2,83,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=port hedland,-20.32,118.57,1603807997,8.05,AU
fare,fare,80.1,80,80,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=fare,-16.7,-151.02,1603807998,16.96,PF
namibe,namibe,78.8,74,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=namibe,-15.2,12.15,1603807998,13.87,AO
shimoda,shimoda,57.0,83,8,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=shimoda,34.67,138.95,1603807998,6.2,JP
kribi,kribi,81.75,78,64,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kribi,2.95,9.92,1603807998,8.37,CM
sinnamary,sinnamary,85.86,67,27,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sinnamary,5.38,-52.95,1603807998,8.23,GF
tocopilla,tocopilla,66.72,50,3,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tocopilla,-22.09,-70.2,1603807998,6.17,CL
ayan,ayan,34.52,82,49,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ayan,56.45,138.17,1603807998,7.85,RU
key west,key west,86.0,88,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=key west,24.56,-81.78,1603807758,14.99,US
port lincoln,port lincoln,56.03,85,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=port lincoln,-34.73,135.87,1603807999,8.81,AU
talcahuano,talcahuano,55.4,66,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=talcahuano,-36.72,-73.12,1603807752,12.75,CL
pleshanovo,pleshanovo,31.46,90,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=pleshanovo,52.83,53.48,1603807999,7.76,RU
tala,tala,84.02,37,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tala,30.68,30.94,1603807999,14.2,EG
vengerovo,vengerovo,35.58,88,46,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=vengerovo,55.68,76.75,1603807999,2.8,RU
zhangjiakou,zhangjiakou,40.91,50,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=zhangjiakou,40.81,114.88,1603807999,3.06,CN
surin,surin,77.0,83,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=surin,14.88,103.49,1603807743,6.15,TH
chicama,chicama,60.8,93,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=chicama,-7.84,-79.15,1603807999,6.93,PE
mount pleasant,mount pleasant,70.0,100,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mount pleasant,32.79,-79.86,1603808000,5.1,US
cap-aux-meules,cap-aux-meules,42.8,93,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cap-aux-meules,47.38,-61.86,1603807981,20.8,CA
deputatskiy,deputatskiy,2.8,95,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=deputatskiy,69.3,139.9,1603807929,0.4,RU
srednekolymsk,srednekolymsk,11.59,88,81,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=srednekolymsk,67.45,153.68,1603808000,6.58,RU
adrar,adrar,96.01,10,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=adrar,20.5,-10.07,1603808000,9.57,MR
maldonado,maldonado,63.0,82,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=maldonado,-34.67,-54.92,1603807766,12.75,UY
opuwo,opuwo,94.82,15,89,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=opuwo,-18.06,13.84,1603808000,10.16,
burgos,burgos,51.01,87,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=burgos,42.34,-3.71,1603808000,16.11,ES
shingu,shingu,55.67,79,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=shingu,33.73,135.98,1603808000,5.32,JP
cabano,cabano,81.79,74,88,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cabano,10.59,122.7,1603808000,2.26,PH
solnechnyy,solnechnyy,32.41,94,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=solnechnyy,50.72,136.63,1603808000,2.1,RU
cam ranh,cam ranh,80.6,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cam ranh,11.92,109.16,1603808001,6.93,VN
celestun,celestun,80.87,82,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=celestun,20.87,-90.4,1603808001,18.07,MX
tezu,tezu,73.71,67,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tezu,27.92,96.17,1603808001,3.15,IN
lata,lata,63.0,79,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lata,40.16,-8.33,1603808001,7.0,PT
luanda,luanda,80.6,78,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=luanda,-8.84,13.23,1603808001,9.17,AO
waterloo,waterloo,43.0,93,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=waterloo,43.47,-80.52,1603807765,3.36,CA
okha,okha,36.5,86,88,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=okha,53.57,142.95,1603808001,4.41,RU
caribou,caribou,35.6,69,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=caribou,46.86,-68.01,1603808001,6.93,US
baturaja,baturaja,75.0,90,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=baturaja,-4.13,104.17,1603808001,1.14,ID
herat,herat,68.0,15,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=herat,34.5,62.0,1603808001,6.93,AF
ust-nera,ust-nera,5.85,77,39,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ust-nera,64.57,143.2,1603808001,2.39,RU
point pedro,point pedro,81.59,75,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=point pedro,9.82,80.23,1603808002,7.07,LK
sioux lookout,sioux lookout,19.4,73,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sioux lookout,50.1,-91.92,1603808002,17.22,CA
sambava,sambava,78.35,73,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sambava,-14.27,50.17,1603808002,10.94,MG
smidovich,smidovich,40.91,84,98,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=smidovich,48.6,133.82,1603808002,6.11,RU
flinders,flinders,57.0,87,48,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=flinders,-34.58,150.86,1603808002,1.01,AU
staroutkinsk,staroutkinsk,25.93,93,62,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=staroutkinsk,57.23,59.33,1603808002,7.72,RU
gimli,gimli,19.99,98,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=gimli,50.63,-96.99,1603808002,7.0,CA
morrinhos,morrinhos,84.06,55,54,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=morrinhos,-17.73,-49.1,1603808002,6.89,BR
sailana,sailana,74.86,30,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sailana,23.47,74.92,1603808002,2.15,IN
namatanai,namatanai,79.88,77,11,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=namatanai,-3.67,152.43,1603808002,2.82,PG
metro,metro,76.03,83,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=metro,-5.11,105.31,1603808003,5.64,ID
torbat-e jam,torbat-e jam,59.86,30,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=torbat-e jam,35.24,60.62,1603808003,14.63,IR
jaisalmer,jaisalmer,82.99,14,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=jaisalmer,26.91,70.92,1603808003,7.45,IN
udachnyy,udachnyy,-7.6,83,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=udachnyy,66.42,112.4,1603808003,2.24,RU
diamantino,diamantino,93.88,43,5,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=diamantino,-14.41,-56.45,1603807778,4.59,BR
price,price,15.8,43,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=price,39.6,-110.81,1603808003,4.83,US
north platte,north platte,6.8,71,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=north platte,41.12,-100.77,1603808003,9.17,US
