city,temp_max,humidity,cloudiness,url,lat,lon,date,wind_speed,country
maldonado,64.0,82,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=maldonado,-34.67,-54.92,1603815792,16.11,UY
taltal,64.02,60,35,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=taltal,-25.4,-70.48,1603815981,7.2,CL
opuwo,93.31,16,85,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=opuwo,-18.06,13.84,1603815981,8.97,
nikolskoye,53.6,76,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nikolskoye,59.7,30.79,1603815783,6.71,RU
leningradskiy,17.87,90,30,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=leningradskiy,69.38,178.42,1603815908,19.66,RU
olinda,86.0,62,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=olinda,-8.01,-34.86,1603815981,11.41,BR
jevargi,76.39,66,48,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=jevargi,17.02,76.77,1603815981,6.53,IN
severo-kurilsk,42.3,84,5,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=severo-kurilsk,50.68,156.12,1603815981,6.71,RU
karnobat,64.99,93,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=karnobat,42.65,26.98,1603815982,5.82,BG
mount gambier,48.2,93,3,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mount gambier,-37.83,140.77,1603815982,5.82,AU
boquim,86.0,66,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=boquim,-11.15,-37.62,1603815982,16.11,BR
natchitoches,62.6,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=natchitoches,31.77,-93.13,1603815982,4.7,US
methoni,68.0,60,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=methoni,36.82,21.7,1603815982,0.81,GR
vanimo,78.55,77,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=vanimo,-2.67,141.3,1603815853,1.12,PG
olga,41.88,83,39,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=olga,43.74,135.29,1603815982,3.33,RU
teguldet,34.21,92,96,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=teguldet,57.31,88.17,1603815982,5.12,RU
xambioa,85.66,72,92,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=xambioa,-6.41,-48.54,1603815982,7.83,BR
margate,55.0,93,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=margate,51.38,1.39,1603815971,8.01,GB
ust-kuyga,6.89,93,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ust-kuyga,70.02,135.6,1603815983,1.23,RU
neftcala,64.44,72,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=neftcala,39.37,49.25,1603815983,13.38,AZ
mananjary,73.62,81,3,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mananjary,-21.22,48.33,1603815983,7.07,MG
nabire,76.69,85,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nabire,-3.37,135.48,1603815983,3.91,ID
stabat,78.8,100,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=stabat,3.76,98.45,1603815983,8.05,ID
arzgir,53.01,64,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=arzgir,45.37,44.22,1603815983,18.84,RU
jumla,45.32,59,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=jumla,29.27,82.18,1603815809,3.51,NP
ilulissat,21.2,62,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ilulissat,69.22,-51.1,1603815983,1.12,GL
sao felix do xingu,87.96,62,97,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sao felix do xingu,-6.64,-51.99,1603815983,4.47,BR
juybar,68.0,88,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=juybar,36.64,52.91,1603815983,4.7,IR
port lincoln,55.31,87,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=port lincoln,-34.73,135.87,1603815983,6.69,AU
vila franca do campo,68.0,64,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=vila franca do campo,37.72,-25.43,1603815860,13.87,PT
ilinskiy,48.0,93,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ilinskiy,55.62,38.12,1603815984,8.95,RU
carnarvon,69.8,83,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=carnarvon,-24.87,113.63,1603815984,23.04,AU
airai,61.75,100,91,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=airai,-8.93,125.41,1603815984,1.03,TL
tateyama,62.6,67,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tateyama,34.98,139.87,1603815984,9.17,JP
sabha,81.23,17,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=sabha,27.04,14.43,1603815984,8.52,LY
mto wa mbu,77.86,49,49,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mto wa mbu,-3.35,35.85,1603815984,7.27,TZ
barrow,28.4,79,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=barrow,71.29,-156.79,1603815984,12.75,US
bangkal,77.41,79,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bangkal,6.07,121.07,1603815922,6.53,PH
srednekolymsk,12.65,89,87,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=srednekolymsk,67.45,153.68,1603815840,6.64,RU
taoudenni,99.41,9,92,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=taoudenni,22.68,-3.98,1603815985,8.14,ML
okha,36.61,86,94,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=okha,53.57,142.95,1603815893,3.87,RU
baft,56.37,29,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=baft,29.23,56.61,1603815985,2.01,IR
narsaq,33.8,64,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=narsaq,60.92,-46.05,1603815985,4.34,GL
touros,86.0,62,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=touros,-5.2,-35.46,1603815985,13.87,BR
calabozo,84.69,72,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=calabozo,8.92,-67.43,1603815985,7.65,VE
tanete,76.28,85,96,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tanete,-3.94,119.78,1603815985,1.16,ID
talnakh,-0.4,84,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=talnakh,69.49,88.4,1603815986,4.47,RU
lagoa,63.48,68,91,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lagoa,39.05,-27.98,1603815986,13.47,PT
mount isa,68.0,19,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mount isa,-20.73,139.5,1603815986,10.29,AU
vima mica,54.0,93,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=vima mica,47.4,23.72,1603815986,2.24,RO
tonstad,46.99,94,94,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tonstad,58.66,6.72,1603815986,6.15,NO
ostrovnoy,41.56,92,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ostrovnoy,68.05,39.51,1603815986,17.36,RU
praia da vitoria,69.01,63,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=praia da vitoria,38.73,-27.07,1603815986,12.95,PT
san juan,88.32,12,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=san juan,-31.54,-68.54,1603815818,8.1,AR
ossora,34.95,87,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ossora,59.24,163.07,1603815986,7.96,RU
zheleznodorozhnyy,48.0,93,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=zheleznodorozhnyy,55.75,38.0,1603815986,8.95,RU
pudozh,47.25,81,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=pudozh,61.81,36.53,1603815986,10.25,RU
lorengau,80.35,76,79,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lorengau,-2.02,147.27,1603815987,1.68,PG
souillac,75.2,73,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=souillac,-20.52,57.52,1603815935,5.82,MU
gat,79.0,100,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=gat,31.61,34.76,1603815756,1.99,IL
viedma,64.06,43,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=viedma,-40.81,-63.0,1603815987,14.81,AR
ville-marie,28.4,92,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ville-marie,47.33,-79.43,1603815987,8.05,CA
ayolas,84.69,38,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ayolas,-27.4,-56.9,1603815987,1.77,PY
gillette,28.99,58,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=gillette,44.29,-105.5,1603815987,17.22,US
bambous virieux,75.2,73,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bambous virieux,-20.34,57.76,1603815933,5.82,MU
russellville,44.6,87,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=russellville,35.28,-93.13,1603815987,4.7,US
baruun-urt,27.68,75,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=baruun-urt,46.68,113.28,1603815987,7.18,MN
oranjemund,61.36,71,53,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=oranjemund,-28.55,16.43,1603815987,12.86,
khash,57.33,27,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=khash,28.22,61.22,1603815987,6.08,IR
bamiantong,34.43,82,22,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bamiantong,44.93,130.53,1603815988,5.57,CN
san quintin,65.23,26,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=san quintin,30.48,-115.95,1603815988,5.26,MX
cap malheureux,73.99,72,16,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cap malheureux,-19.98,57.61,1603815988,1.99,MU
alta floresta,96.24,37,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=alta floresta,-9.88,-56.09,1603815726,5.99,BR
klaksvik,42.8,70,50,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=klaksvik,62.23,-6.59,1603815988,6.93,FO
roma,45.0,75,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=roma,43.21,-75.46,1603815977,4.7,US
saint-augustin,34.7,82,99,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=saint-augustin,51.23,-58.65,1603815988,5.75,CA
hukuntsi,92.34,14,59,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=hukuntsi,-24.0,21.75,1603815988,8.61,BW
lincoln,30.2,58,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lincoln,40.8,-96.67,1603815900,11.41,US
kenai,28.4,92,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kenai,60.55,-151.26,1603815988,2.35,US
envira,95.63,43,72,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=envira,-7.3,-70.22,1603815988,3.22,BR
coahuayana,80.6,74,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=coahuayana,18.73,-103.68,1603815988,0.58,MX
mtwara,80.6,74,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mtwara,-10.27,40.18,1603815988,13.87,TZ
marystown,55.0,100,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=marystown,47.17,-55.15,1603815988,11.99,CA
san luis,79.21,20,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=san luis,-33.3,-66.34,1603815989,3.15,AR
alice springs,64.4,23,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=alice springs,-23.7,133.88,1603815919,5.82,AU
kasamwa,73.87,65,92,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kasamwa,-2.85,32.43,1603815989,3.69,TZ
samana,84.2,74,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=samana,19.21,-69.34,1603815989,4.7,DO
kudahuvadhoo,82.92,77,15,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kudahuvadhoo,2.67,72.89,1603815883,11.72,MV
san cristobal,86.0,58,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=san cristobal,7.77,-72.22,1603815989,5.82,VE
chebenki,30.2,80,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=chebenki,51.93,55.71,1603815989,17.9,RU
krasnoselkup,-1.1,88,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=krasnoselkup,65.7,82.47,1603815989,12.37,RU
naron,57.99,100,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=naron,43.52,-8.15,1603815771,8.05,ES
khani,60.8,63,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=khani,41.96,42.96,1603815989,5.82,GE
halifax,48.2,87,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=halifax,44.65,-63.57,1603815696,16.11,CA
osorno,51.8,71,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=osorno,-40.57,-73.15,1603815957,14.99,CL
pangnirtung,14.0,61,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=pangnirtung,66.15,-65.71,1603815989,5.82,CA
zhumadian,60.8,33,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=zhumadian,32.98,114.03,1603815989,10.33,CN
slave lake,41.0,86,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=slave lake,55.28,-114.77,1603815990,16.11,CA
mandera,85.1,57,93,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mandera,3.94,41.87,1603815990,9.08,KE
cabadiangan,76.01,86,89,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cabadiangan,9.75,122.47,1603815990,7.34,PH
kattivakkam,82.4,78,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kattivakkam,13.22,80.32,1603815990,2.24,IN
pevek,20.12,96,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=pevek,69.7,170.31,1603815990,16.64,RU
lagonoy,77.36,87,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lagonoy,13.73,123.52,1603815990,2.44,PH
warri,81.18,81,91,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=warri,5.52,5.75,1603815990,8.08,NG
bathsheba,86.0,74,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bathsheba,13.22,-59.52,1603815990,21.92,BB
richards bay,75.47,75,51,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=richards bay,-28.78,32.04,1603815967,14.29,ZA
aleksinac,62.6,63,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=aleksinac,43.54,21.71,1603815990,3.36,RS
mahebourg,75.2,73,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mahebourg,-20.41,57.7,1603815799,5.82,MU
taunggyi,61.29,100,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=taunggyi,20.78,97.03,1603815991,1.57,MM
kisangani,75.67,94,97,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kisangani,0.52,25.2,1603815991,2.57,CD
tautira,77.0,88,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tautira,-17.73,-149.15,1603815991,10.29,PF
koumac,73.0,78,64,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=koumac,-20.57,164.28,1603815991,2.3,NC
motygino,30.79,98,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=motygino,58.18,94.76,1603815991,6.67,RU
lethem,92.1,49,76,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lethem,3.38,-59.8,1603815991,11.1,GY
kantabanji,71.01,58,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kantabanji,20.48,82.92,1603815991,1.23,IN
atar,102.2,16,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=atar,20.52,-13.05,1603815991,9.17,MR
roald,46.99,81,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=roald,62.58,6.13,1603815991,6.93,NO
tocopilla,67.62,50,9,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tocopilla,-22.09,-70.2,1603815992,8.79,CL
lata,61.0,91,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lata,40.16,-8.33,1603815992,1.01,PT
meulaboh,77.7,85,88,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=meulaboh,4.14,96.13,1603815815,2.95,ID
nishihara,73.4,73,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nishihara,26.18,127.76,1603815992,8.05,JP
victoria,77.0,74,81,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=victoria,22.29,114.16,1603815992,1.01,HK
llangefni,54.0,66,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=llangefni,53.26,-4.31,1603815992,26.4,GB
miandrivazo,83.59,46,10,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=miandrivazo,-19.52,45.47,1603815992,10.51,MG
faya,69.8,18,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=faya,18.39,42.45,1603815992,11.41,SA
kristiansund,44.6,70,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kristiansund,63.11,7.73,1603815992,4.7,NO
broome,48.0,81,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=broome,42.25,-75.83,1603815992,4.7,US
takoradi,80.94,82,97,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=takoradi,4.88,-1.76,1603815993,10.71,GH
kodiak,44.6,56,1,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kodiak,57.79,-152.41,1603815767,10.29,US
barra do garcas,86.0,66,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=barra do garcas,-15.89,-52.26,1603815993,4.56,BR
corbelia,75.2,57,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=corbelia,-24.8,-53.31,1603815993,13.87,BR
mayo,62.01,77,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mayo,38.89,-76.51,1603815993,5.82,US
springfield,35.01,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=springfield,37.22,-93.3,1603815958,9.17,US
lodwar,92.01,30,48,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=lodwar,3.12,35.6,1603815993,15.03,KE
mandan,30.2,63,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mandan,46.83,-100.89,1603815795,16.11,US
huilong,64.99,87,93,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=huilong,31.81,121.66,1603815993,7.7,CN
cherskiy,5.22,93,42,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cherskiy,68.75,161.3,1603815993,6.62,RU
minab,80.6,65,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=minab,27.15,57.08,1603815993,6.93,IR
budogoshch,48.72,81,15,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=budogoshch,59.28,32.47,1603815993,11.03,RU
cuamba,75.87,58,78,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cuamba,-14.8,36.54,1603815993,6.31,MZ
coihaique,41.0,86,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=coihaique,-45.58,-72.07,1603815786,11.41,CL
shaoguan,68.31,78,26,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=shaoguan,24.8,113.58,1603815994,2.57,CN
nowy dwor gdanski,50.0,87,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=nowy dwor gdanski,54.21,19.12,1603815994,8.05,PL
cidreira,64.9,81,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cidreira,-30.18,-50.21,1603815819,17.76,BR
roura,91.4,59,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=roura,4.73,-52.33,1603815994,9.17,GF
aktash,24.84,82,80,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=aktash,50.3,87.73,1603815994,8.68,RU
damghan,60.42,51,10,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=damghan,36.17,54.35,1603815994,4.16,IR
tiarei,77.0,88,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=tiarei,-17.53,-149.33,1603815994,10.29,PF
catalao,86.49,47,63,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=catalao,-18.17,-47.95,1603815994,9.42,BR
georgetown,84.2,79,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=georgetown,5.41,100.34,1603815870,2.24,MY
porto empedocle,57.0,1,49,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=porto empedocle,37.29,13.53,1603815994,16.55,IT
